job_vacancy,experience,location,college,skill1,skill2,skill3,skill4,skill5,level1,level2,level3,level4,level5,employed
87,23,27,55,98,90,88,10,3,5,1,4,0,1,2
96,8,97,64,62,99,0,0,1,4,0,4,2,4,2
44,18,0,11,65,61,39,64,42,3,1,3,3,2,1
86,23,30,94,0,76,9,0,77,1,4,4,4,5,2
1,17,76,50,38,99,52,78,66,0,2,0,5,1,2
39,10,24,48,29,59,70,98,38,3,3,5,3,3,2
46,1,9,16,43,20,54,84,64,1,2,0,2,5,1
15,28,30,78,24,95,79,77,86,4,5,4,1,2,2
5,10,96,57,74,96,44,1,59,1,2,0,2,4,1
33,7,92,1,86,40,91,87,41,2,1,2,4,4,1
5,31,27,37,37,99,0,19,36,0,2,1,2,3,1
17,18,4,2,95,41,85,17,67,1,4,1,0,4,1
48,36,74,95,33,97,83,60,62,3,3,2,5,4,1
47,33,22,64,28,96,46,31,30,5,1,5,3,5,2
17,27,77,96,37,88,95,96,55,1,5,2,2,0,2
30,5,47,71,44,59,90,17,81,4,2,5,4,3,1
12,0,47,37,20,54,34,26,52,4,1,2,1,5,2
83,38,24,49,22,84,70,71,47,5,5,2,2,5,1
85,40,59,10,24,15,92,24,97,4,2,0,5,1,2
29,24,71,48,31,20,28,20,21,1,1,3,4,1,1
70,24,85,46,60,85,57,53,18,0,2,0,4,0,2
87,6,68,15,43,44,19,2,32,4,2,4,3,5,2
29,36,94,38,32,26,99,92,17,3,1,1,3,3,1
72,7,1,37,83,11,28,30,49,0,5,4,3,2,2
28,11,61,56,82,61,76,33,12,5,0,5,5,0,2
20,25,24,52,80,94,12,33,83,4,2,3,0,0,1
94,7,19,5,57,48,95,47,38,5,0,3,3,3,1
82,28,53,51,91,52,90,4,22,4,5,0,1,2,1
18,29,8,63,54,3,45,1,47,1,5,0,4,5,1
90,28,23,3,73,91,3,3,90,4,5,3,2,2,1
13,15,81,9,30,58,80,8,44,3,1,4,4,3,1
58,34,33,58,34,23,90,23,1,2,3,2,5,1,1
39,34,16,61,76,74,0,3,1,4,0,0,3,1,1
80,0,95,77,23,12,76,74,78,3,5,4,4,0,1
84,17,97,17,45,53,2,90,38,4,2,1,1,1,1
89,2,80,77,90,44,28,90,95,5,0,3,2,3,1
59,1,13,46,42,44,64,71,94,3,2,1,5,3,2
1,38,54,16,11,88,42,96,46,1,4,0,3,3,1
5,2,44,48,52,37,61,58,92,5,4,0,1,1,2
28,32,48,86,79,58,8,24,19,1,4,5,0,0,1
88,11,24,29,19,77,8,24,96,0,0,4,3,3,2
61,21,0,10,71,12,7,25,90,4,4,3,5,3,2
46,27,20,69,26,49,68,82,80,3,1,2,5,5,1
30,21,88,6,3,54,19,13,57,1,5,2,1,5,1
25,16,49,30,33,99,36,20,56,3,4,4,1,5,2
22,29,75,65,64,30,30,79,63,4,2,4,5,4,1
21,30,83,29,63,12,90,71,12,1,2,3,0,2,2
34,20,21,72,4,50,76,96,49,5,0,0,4,0,1
54,27,86,1,44,5,6,81,84,1,3,1,1,4,2
35,4,23,55,94,89,75,16,37,1,4,5,2,5,2
10,20,51,88,66,95,21,2,41,5,0,2,1,1,1
73,37,67,88,11,78,35,49,71,3,3,4,1,5,2
65,35,31,26,57,5,56,29,97,0,1,1,0,4,2
13,25,87,20,80,12,76,12,11,4,3,1,4,1,2
92,23,27,54,49,13,97,89,36,2,5,0,0,3,2
48,9,12,62,96,80,92,81,38,1,5,2,0,2,2
61,32,26,84,96,14,30,82,2,3,4,3,1,5,1
46,11,53,4,97,53,96,36,55,1,3,0,1,4,1
88,12,88,45,92,71,30,83,14,3,4,1,3,4,1
60,29,1,76,82,82,3,13,32,3,5,1,3,2,2
59,5,6,80,97,10,61,0,34,2,2,4,1,2,1
36,3,4,83,99,92,6,17,22,0,2,1,5,3,1
85,26,58,83,10,76,53,98,28,3,3,4,0,2,1
99,14,36,93,69,45,39,11,28,0,2,2,4,1,1
8,15,73,42,64,43,44,17,87,5,4,1,2,4,2
38,14,4,13,20,91,43,65,56,5,0,5,4,3,2
54,20,35,30,88,72,49,33,51,4,3,1,2,1,1
60,23,74,4,94,14,26,81,85,5,4,0,5,3,2
79,10,65,44,79,44,86,51,56,2,0,4,3,1,2
20,14,56,42,62,55,70,4,30,1,4,2,2,0,2
55,29,62,46,78,17,62,12,26,5,4,3,3,3,1
71,8,55,12,12,56,78,81,55,0,5,0,3,0,1
70,34,47,12,29,48,46,56,31,5,2,2,1,0,1
55,40,33,34,76,48,96,26,31,0,1,1,2,4,2
79,21,34,90,48,75,70,3,61,2,3,2,2,4,1
56,11,57,52,54,0,46,31,31,1,5,0,1,5,1
21,39,79,82,97,39,59,44,48,1,1,1,4,0,2
84,9,39,26,38,84,80,38,74,1,3,1,1,0,1
9,35,55,73,39,89,99,30,28,4,2,1,4,1,2
92,32,18,71,91,78,92,15,81,3,3,1,4,5,1
56,19,73,39,22,83,89,90,12,5,3,1,1,3,1
36,10,39,81,47,76,4,73,47,3,4,4,5,5,1
98,8,28,57,14,97,77,61,84,3,5,0,3,5,1
70,21,18,62,45,77,46,62,82,2,3,5,5,3,2
15,5,85,93,81,82,12,86,51,1,0,5,4,3,2
45,19,55,91,94,21,0,48,23,3,3,0,4,5,2
64,33,46,94,27,24,97,46,73,1,0,1,5,4,2
0,14,59,2,46,43,93,54,61,5,2,1,2,3,2
36,23,97,86,3,73,76,19,69,1,5,0,3,2,1
9,28,19,38,2,29,77,99,95,4,2,0,3,4,1
57,35,23,89,77,61,19,66,81,0,5,4,4,4,1
83,0,44,86,35,3,78,80,10,0,1,3,4,4,2
72,13,39,99,39,62,13,0,31,4,5,5,1,2,1
6,38,43,55,3,54,22,70,26,0,2,4,4,1,2
66,12,63,74,60,70,55,28,95,0,2,2,0,5,2
27,4,93,82,47,8,28,22,22,2,2,0,1,5,1
4,40,62,4,8,33,83,25,77,2,5,5,1,1,1
60,4,74,28,90,32,58,25,47,4,3,4,4,0,2
44,16,3,41,46,11,76,63,75,2,2,4,4,2,2
13,37,19,17,89,81,62,2,0,4,2,1,1,2,1
10,16,57,26,71,53,28,4,61,4,5,0,5,0,2
98,18,76,44,87,21,47,0,69,1,2,3,2,0,2
30,35,27,4,3,77,10,74,89,3,0,0,4,2,1
68,19,75,92,62,79,23,57,87,0,0,2,3,0,1
53,36,32,73,77,60,87,57,61,4,4,3,1,2,2
45,26,66,5,70,47,21,11,36,1,3,1,4,4,1
66,11,38,73,70,43,17,6,88,0,0,1,2,3,1
71,37,3,43,56,51,82,46,46,0,0,0,2,1,1
92,37,53,94,27,9,96,55,65,5,5,3,5,3,1
60,38,55,99,12,54,50,66,98,4,1,2,2,5,1
13,27,87,12,11,27,60,72,51,2,4,2,3,5,2
67,11,41,95,56,79,37,61,4,0,4,3,4,1,1
45,26,3,56,3,97,90,21,65,4,3,4,2,2,1
1,11,24,50,65,99,87,97,93,3,5,0,5,1,2
0,39,71,8,56,76,21,32,69,2,0,5,2,2,2
98,29,43,15,54,92,27,2,87,2,4,3,2,5,2
37,27,45,48,95,10,19,40,99,3,5,2,3,5,1
46,13,99,65,13,61,51,12,88,1,2,2,0,1,2
41,29,90,61,54,9,77,31,39,5,0,2,1,5,2
2,27,71,65,30,46,2,86,80,3,3,4,5,5,1
7,23,80,24,50,54,1,19,24,5,4,0,3,0,1
78,34,51,98,25,56,46,99,10,4,0,4,4,2,2
46,21,62,3,55,66,67,7,68,2,4,5,3,3,2
74,21,11,88,42,10,0,15,8,3,5,5,2,2,1
32,31,54,92,4,87,15,94,47,3,3,0,4,3,1
95,37,51,69,47,92,37,94,91,2,5,5,4,0,2
67,24,36,71,2,18,88,2,38,4,5,3,3,5,1
34,28,24,81,58,31,25,68,21,5,5,0,0,4,2
16,30,67,82,52,72,33,27,85,2,1,2,1,5,1
75,1,34,17,66,63,82,87,72,3,0,0,3,1,1
74,40,43,73,57,75,15,64,0,1,2,3,0,0,2
16,21,6,75,37,94,1,14,80,2,1,2,0,1,1
82,20,81,41,17,95,44,55,28,0,3,2,4,5,2
87,39,10,77,68,59,42,92,88,4,0,5,1,0,1
91,24,33,39,55,70,27,44,33,2,0,5,2,2,1
27,2,86,8,19,33,0,39,16,2,4,3,1,0,2
36,29,54,36,42,48,70,28,17,5,1,0,2,5,2
98,12,78,81,63,17,96,60,62,4,3,3,4,0,1
82,26,41,31,97,53,34,72,26,5,3,2,4,0,1
45,1,11,72,62,23,62,12,94,1,2,5,2,4,2
6,26,61,98,44,61,58,10,42,0,3,0,5,3,1
27,13,50,17,40,1,41,3,88,2,5,3,4,0,2
5,0,31,27,1,54,85,9,80,2,3,5,5,2,1
40,34,81,51,75,85,87,24,98,2,3,5,0,1,2
75,36,95,91,14,96,50,37,45,0,3,1,5,2,1
63,22,64,39,36,47,18,21,73,1,5,2,2,1,2
26,19,6,60,56,26,56,59,61,4,0,3,0,0,1
77,30,29,40,17,20,93,47,40,5,4,1,5,5,1
5,29,52,92,57,19,50,16,2,3,1,2,1,0,2
11,9,88,53,30,47,50,56,89,5,4,0,5,0,2
78,17,90,93,9,57,8,2,44,3,2,0,4,1,2
83,31,50,47,5,0,17,98,4,4,0,3,3,1,1
51,3,17,13,3,72,85,49,18,0,1,1,3,1,1
39,22,25,94,82,91,78,34,24,0,1,1,5,5,2
61,2,94,67,81,68,74,1,16,1,1,1,1,1,2
45,2,17,95,23,39,28,12,47,0,4,4,0,2,1
54,17,35,25,11,32,28,27,53,1,4,2,4,3,2
65,7,7,79,75,3,87,81,73,1,2,4,4,1,1
48,19,6,85,16,72,85,67,47,5,3,5,2,2,1
37,27,34,49,3,82,65,0,77,2,4,3,4,3,2
27,34,52,6,51,91,53,48,38,3,1,2,0,4,2
8,37,28,7,63,11,67,87,42,0,4,3,5,0,2
3,5,36,89,91,23,40,21,49,1,0,2,5,4,1
36,10,79,57,1,9,81,12,43,1,5,0,1,2,2
30,39,62,30,59,13,96,89,26,0,3,4,4,0,2
36,19,85,91,68,84,92,41,37,0,4,2,4,3,2
16,13,93,35,46,74,75,98,44,0,0,0,0,3,1
35,22,54,14,57,18,95,24,44,0,3,1,3,2,1
51,26,8,21,54,87,57,2,96,4,1,5,4,3,2
64,10,97,16,78,85,14,77,29,4,5,0,3,3,2
32,10,31,48,59,37,37,90,78,0,4,0,1,0,2
6,31,40,12,82,15,22,10,13,2,4,5,3,3,2
47,0,79,35,60,91,39,33,86,3,1,3,5,2,2
90,37,85,67,6,78,29,65,74,0,4,2,1,5,1
13,31,98,53,87,23,97,0,30,1,5,3,2,3,1
91,7,85,90,55,16,31,15,79,0,1,0,2,4,1
33,37,52,66,62,64,1,56,8,1,1,4,3,5,2
17,10,32,46,35,14,52,70,86,5,4,0,0,0,2
71,24,19,4,6,25,58,63,32,5,0,3,1,5,1
31,36,3,16,15,30,39,37,37,2,0,1,2,5,2
32,40,33,20,15,3,96,59,92,0,0,5,4,0,1
93,26,80,12,68,72,35,86,87,3,4,4,0,4,1
7,31,68,59,76,17,10,29,78,1,0,3,5,0,2
55,20,12,5,27,95,76,12,34,4,0,0,4,2,1
85,22,42,77,23,18,58,97,27,0,3,0,0,1,1
78,35,66,22,30,4,24,58,40,0,3,2,1,4,2
63,10,49,81,88,24,86,34,76,1,3,4,5,0,2
21,11,60,90,40,38,61,99,1,2,2,5,5,4,2
17,26,15,43,28,27,23,48,58,3,3,3,0,2,2
43,3,51,57,94,53,71,14,89,4,0,3,3,3,2
54,31,88,69,8,37,26,73,4,3,5,4,4,2,1
68,6,68,65,43,78,25,17,61,0,2,2,2,5,2
35,27,34,15,67,62,72,87,40,0,3,4,4,1,1
3,8,46,25,80,15,41,93,92,4,0,0,4,2,1
69,40,76,12,81,14,34,2,34,3,2,3,0,0,2
28,20,41,3,14,85,30,35,92,4,1,0,4,1,2
48,4,66,82,33,84,40,39,43,3,1,1,0,3,2
16,30,30,58,58,7,38,94,16,2,2,1,5,5,1
59,34,65,53,53,66,24,83,18,3,1,1,1,4,2
84,16,67,29,17,65,4,30,81,1,0,5,4,5,2
0,23,27,20,54,58,50,93,72,3,5,5,5,5,2
29,25,23,6,71,56,98,67,66,2,1,1,3,0,2
2,4,7,60,35,41,53,43,95,4,3,4,4,5,1
44,26,6,36,16,59,50,13,28,2,0,3,1,2,2
61,21,60,67,38,47,8,43,87,2,5,4,0,4,1
45,34,62,86,18,96,88,30,75,4,0,3,3,4,2
5,22,47,63,12,51,25,59,86,2,3,1,0,1,2
97,18,49,39,13,67,75,11,85,1,4,1,0,1,2
79,40,27,13,19,60,73,40,6,3,0,5,1,2,2
36,39,90,91,7,1,64,0,11,4,1,1,3,2,1
39,20,51,42,89,39,84,67,41,2,4,1,4,3,1
49,5,40,21,97,45,0,23,96,2,4,3,3,1,1
81,10,47,41,93,89,56,68,92,1,3,3,4,1,2
33,2,30,43,55,6,38,82,28,1,2,0,0,4,1
95,12,62,76,0,53,12,60,45,0,4,1,3,2,1
44,40,97,17,47,58,44,54,84,5,1,1,2,3,2
44,5,83,17,59,34,31,49,20,1,5,0,1,2,2
64,35,34,56,67,96,22,1,44,2,3,2,3,0,1
77,40,3,90,28,55,53,78,27,3,5,1,4,2,2
2,9,33,50,75,34,69,12,36,3,5,3,0,2,2
70,0,53,75,23,11,44,93,80,5,4,0,1,2,1
47,12,33,27,5,45,54,15,49,5,5,3,1,0,1
0,15,89,64,72,62,90,48,51,1,5,2,5,0,2
39,36,11,40,54,43,17,72,95,2,4,2,2,4,1
47,38,60,5,69,34,69,66,56,1,2,4,2,3,1
7,35,58,91,97,18,56,81,83,3,1,1,0,1,2
63,3,53,5,7,44,80,44,25,5,2,1,1,4,1
40,33,61,35,20,90,11,1,37,4,2,3,5,0,1
41,20,71,88,21,18,15,81,56,3,1,2,2,2,2
78,0,66,97,29,20,33,33,71,5,2,0,0,3,1
29,16,39,21,10,47,6,79,99,0,5,3,4,5,2
83,7,88,12,26,28,72,35,15,0,3,0,3,4,2
1,39,91,37,89,23,99,80,52,0,5,3,2,1,2
86,2,57,55,85,29,8,8,44,4,1,1,2,3,2
38,21,68,81,50,2,53,17,61,0,3,0,1,5,1
86,1,26,94,55,53,89,57,32,5,3,3,0,4,1
36,20,98,6,23,43,59,79,81,4,5,3,4,3,2
79,13,10,79,65,8,40,51,31,4,2,0,0,4,2
24,13,75,18,55,37,23,90,3,0,0,2,1,3,1
21,31,79,17,7,37,84,82,44,5,4,1,3,2,2
9,38,49,65,59,48,16,1,40,4,4,4,0,5,1
26,11,72,60,21,65,34,60,47,3,1,4,4,1,1
78,34,34,55,70,59,13,20,8,4,4,2,1,2,2
50,26,76,86,86,90,40,83,47,5,1,0,3,1,2
76,14,99,65,2,89,28,68,75,1,0,5,2,0,1
45,30,15,87,64,66,32,82,98,1,0,4,0,4,2
60,11,44,36,26,34,64,10,72,1,3,3,0,0,1
61,33,73,12,6,63,35,3,87,1,5,5,3,5,2
51,11,99,89,88,19,83,28,77,2,1,1,4,1,2
54,6,20,40,14,80,18,43,68,3,2,3,4,0,1
90,7,17,32,71,99,62,13,18,5,2,5,5,0,1
10,11,23,93,27,30,15,23,12,1,5,4,4,2,1
92,40,23,59,11,17,6,55,79,3,2,2,3,5,2
79,13,97,55,43,76,40,70,90,4,0,0,0,3,2
19,9,40,95,62,50,72,21,78,2,3,1,5,0,2
45,11,62,57,30,55,64,47,94,2,4,2,2,4,1
11,20,39,35,22,34,6,2,20,0,2,5,3,0,1
96,29,29,84,71,94,70,61,20,2,4,5,0,2,2
57,11,68,81,30,84,65,17,91,1,1,2,1,3,1
61,26,44,73,92,88,90,99,35,3,4,3,1,1,1
83,6,87,85,62,94,3,66,45,4,5,0,1,0,1
35,34,99,6,98,84,7,95,88,0,2,4,4,5,1
61,34,88,85,51,90,10,94,48,1,2,1,3,2,1
1,35,97,57,6,80,11,3,71,1,2,3,0,2,1
48,30,54,75,52,70,83,46,18,4,4,4,1,3,1
49,23,76,50,1,3,65,56,30,4,0,4,5,2,1
40,26,65,82,22,62,79,50,72,4,3,5,0,4,2
42,19,35,31,69,69,97,64,79,0,5,3,5,0,2
48,28,98,0,71,10,57,46,7,3,5,4,4,1,1
99,20,42,32,34,0,46,88,72,3,3,5,2,1,2
50,32,68,17,39,6,95,76,38,4,1,5,0,3,2
8,13,80,75,4,55,31,53,77,0,0,0,3,0,2
26,10,93,14,83,59,31,90,11,2,5,1,4,2,2
41,40,73,80,99,56,40,27,12,4,0,3,2,4,2
5,30,49,18,57,19,76,88,11,3,5,5,4,4,2
76,16,96,67,33,4,1,36,48,5,1,1,3,5,1
29,19,41,28,25,2,3,46,34,5,5,4,2,0,2
95,21,63,94,84,39,25,0,90,1,1,3,5,5,1
39,9,58,46,59,74,68,68,71,0,1,4,3,0,1
13,30,74,62,76,52,55,51,12,3,4,1,4,2,1
14,8,2,69,3,74,68,8,25,0,3,5,2,0,1
77,2,50,72,20,67,69,12,37,3,5,0,4,5,1
54,8,49,53,42,36,3,23,39,2,3,4,4,1,2
84,39,4,80,11,17,71,77,59,2,2,2,0,0,2
6,20,45,88,20,6,13,79,32,1,3,4,3,2,2
68,35,87,76,11,15,19,36,89,4,1,5,3,0,2
87,38,9,95,98,32,83,63,74,5,5,0,0,2,2
71,15,86,37,91,76,33,98,4,3,1,2,2,1,2
53,7,76,26,26,70,5,49,13,5,1,4,1,3,2
57,30,54,19,31,14,42,35,2,3,5,0,3,1,2
42,29,3,17,6,85,20,15,21,5,5,0,3,4,1
1,15,65,96,54,74,99,42,68,2,2,0,3,3,2
60,17,54,37,72,5,64,43,71,3,0,0,3,4,1
27,34,82,33,11,98,96,91,40,3,2,5,3,4,1
97,36,89,58,72,85,22,44,58,1,1,0,5,5,2
96,40,77,77,74,74,3,45,84,4,0,4,4,1,1
44,33,63,84,69,76,38,4,35,3,1,5,5,2,2
13,37,54,55,65,91,3,71,58,1,4,4,1,3,2
19,2,70,10,38,88,13,90,13,3,1,5,0,0,2
75,18,74,24,62,15,78,8,7,0,5,4,2,1,2
0,3,59,66,71,65,73,62,65,0,3,5,2,2,1
4,19,69,49,14,32,35,56,43,5,4,0,5,5,1
71,28,89,77,62,39,96,16,80,4,4,3,4,1,1
22,38,56,41,30,47,18,90,33,2,0,4,1,2,1
36,0,64,81,53,18,56,82,28,5,5,3,2,5,2
14,14,38,20,85,66,22,35,18,4,3,0,0,0,2
24,12,44,31,29,61,26,20,27,1,4,3,2,2,1
92,5,99,55,27,83,39,63,7,0,3,3,4,1,2
11,14,21,22,21,52,83,33,5,5,3,1,3,4,1
36,26,20,62,35,26,50,69,28,1,4,2,1,1,1
96,32,46,98,16,45,75,56,39,0,2,1,3,4,1
26,25,83,34,93,62,42,7,95,5,3,0,4,2,1
82,0,54,43,66,25,96,24,63,0,4,0,4,3,1
58,24,25,66,69,64,73,40,36,1,3,3,4,1,2
73,8,73,99,56,1,8,54,9,5,0,1,1,3,1
61,28,29,49,34,32,23,31,92,5,1,3,2,0,1
99,27,22,76,66,97,26,60,19,0,1,2,4,0,2
69,35,89,51,72,34,76,8,44,5,2,1,4,0,2
4,10,21,73,13,61,97,99,38,2,0,4,4,1,1
62,12,61,38,64,74,57,26,50,5,4,5,5,0,1
35,14,27,62,23,46,60,30,57,1,5,2,5,2,1
21,20,1,17,54,25,36,38,73,1,1,4,3,5,1
91,31,88,37,5,65,1,33,79,5,4,5,5,1,1
40,38,59,3,57,13,97,62,70,2,2,3,1,3,1
43,7,28,43,34,61,40,67,13,1,5,4,1,2,2
43,38,89,70,88,99,53,95,37,2,1,1,1,2,2
4,3,54,83,21,93,40,41,34,1,2,4,4,0,2
16,17,61,30,32,4,82,66,86,4,2,4,0,0,1
79,14,31,83,51,83,89,76,50,2,4,4,2,4,1
53,9,11,8,24,62,81,37,85,5,2,4,2,1,2
2,32,10,96,61,8,64,87,6,0,4,4,4,3,2
43,26,42,73,7,46,93,75,19,2,5,3,4,0,2
97,13,22,36,51,45,62,18,97,0,5,3,4,0,1
77,39,68,13,78,25,56,92,47,1,3,4,5,4,1
1,31,18,40,19,30,14,56,39,1,1,1,0,5,2
28,39,35,91,93,77,19,84,96,3,2,2,5,4,2
82,31,33,83,17,53,54,96,67,4,5,5,2,0,2
54,10,57,20,12,39,32,97,17,2,5,1,5,0,2
97,4,10,7,2,51,51,28,95,4,5,4,0,1,1
27,12,79,93,3,33,99,63,82,2,2,0,0,3,2
15,10,88,0,32,8,54,19,52,0,3,0,1,5,2
62,20,30,20,67,9,68,12,26,3,4,3,3,2,2
45,1,90,30,44,57,71,21,14,5,3,5,0,3,2
37,25,28,46,95,99,13,53,99,3,5,4,2,2,2
36,32,77,2,81,4,33,82,87,1,2,5,4,4,2
51,33,2,19,16,79,54,27,29,4,3,2,0,2,2
33,28,63,49,29,31,83,85,77,3,0,0,5,0,1
38,21,79,16,5,47,21,12,29,3,4,1,4,4,2
48,15,8,88,69,90,79,80,32,0,0,2,3,0,1
27,9,48,37,91,73,41,0,73,4,1,3,3,0,1
32,24,14,80,28,60,58,75,37,3,5,2,2,5,2
67,28,70,50,16,64,74,88,25,1,1,5,4,3,2
62,4,98,30,67,86,43,29,62,3,2,1,2,1,2
95,3,60,12,33,51,13,6,27,4,0,2,4,4,2
35,25,81,13,7,45,17,83,66,2,5,4,1,5,1
73,35,16,37,40,83,85,21,28,3,0,2,0,2,2
28,16,10,88,8,83,82,21,29,2,4,1,1,4,1
23,37,8,90,89,81,12,65,23,2,0,4,2,0,1
18,17,64,27,21,4,5,55,70,4,5,1,4,2,1
36,38,54,19,47,0,84,76,66,3,3,3,0,5,1
3,10,96,79,60,38,27,77,25,4,1,2,0,3,2
95,22,29,36,74,29,1,67,24,0,4,5,4,2,2
7,5,75,47,17,18,13,46,13,4,0,4,2,3,2
78,38,2,11,14,97,49,3,79,5,5,4,0,5,2
31,22,26,73,22,26,59,53,68,2,5,0,1,2,1
72,38,27,55,61,25,51,16,55,0,1,1,2,1,1
99,19,25,92,29,17,87,98,73,3,3,1,2,0,1
72,5,55,44,48,43,1,79,78,3,1,2,5,4,2
65,11,56,80,94,24,54,32,7,1,1,5,0,5,2
74,1,85,6,32,59,26,14,67,0,2,0,0,1,1
76,20,5,61,60,43,45,98,48,0,5,4,2,5,2
62,20,18,50,64,53,71,94,94,5,3,2,0,0,1
50,32,26,36,41,77,55,91,15,1,2,5,2,3,1
81,30,85,44,26,26,74,90,65,5,1,4,0,4,2
6,19,93,32,5,94,67,88,44,0,2,4,0,0,2
47,39,77,86,21,11,16,81,87,4,0,3,4,1,1
2,14,38,31,51,3,46,94,58,5,0,5,0,0,1
10,6,55,23,80,0,60,59,19,5,4,4,5,4,2
75,26,43,37,99,25,26,51,97,0,2,5,4,5,1
55,7,82,72,57,3,16,80,62,2,5,5,5,3,2
83,31,93,50,4,30,71,74,17,2,1,2,3,1,2
56,12,94,28,57,67,14,22,20,1,3,1,4,1,2
30,10,44,86,95,70,53,24,27,1,4,2,1,5,1
25,13,23,9,35,63,69,45,17,3,5,3,5,1,1
19,13,75,78,35,28,8,37,31,5,2,4,3,5,2
86,25,72,27,41,7,66,20,60,0,5,3,3,3,1
2,7,85,83,59,12,44,87,6,5,2,3,2,0,2
2,16,27,17,61,52,96,95,32,4,4,5,3,0,1
3,9,55,71,18,48,37,24,23,2,4,2,5,1,1
15,16,92,23,18,26,26,30,6,5,2,2,5,1,2
20,9,75,27,70,91,49,61,72,1,3,4,0,2,1
66,31,5,82,21,33,24,68,72,4,4,4,0,5,2
49,33,42,43,32,66,62,45,44,4,4,1,2,1,1
28,6,30,58,49,87,8,1,99,3,4,0,0,0,2
56,32,72,48,46,37,90,94,59,4,3,2,2,3,1
68,12,16,41,50,12,40,29,49,0,3,4,0,1,1
46,27,87,4,99,4,92,19,65,1,1,1,3,2,2
97,29,90,62,3,0,82,97,10,5,1,3,3,0,1
45,6,78,64,40,76,12,73,87,4,4,2,3,3,2
7,31,87,10,23,55,90,10,22,2,0,4,2,2,1
77,12,89,91,18,20,80,55,99,3,0,0,5,3,2
53,9,58,34,49,1,77,81,64,3,1,2,5,5,1
80,18,67,89,38,62,65,14,91,0,4,0,0,3,2
54,37,77,2,64,96,31,48,5,4,5,5,3,0,1
21,8,65,49,82,22,42,84,8,1,4,2,5,4,1
86,37,27,53,38,98,60,84,3,0,3,3,4,2,1
82,21,79,55,4,28,67,54,78,5,4,0,3,4,2
86,31,27,75,53,18,68,57,15,0,4,5,2,3,2
97,15,98,14,23,81,55,26,6,4,5,3,2,3,1
68,26,80,91,44,86,76,14,22,5,5,5,4,5,1
92,7,14,29,43,52,43,39,95,5,5,0,1,4,2
81,33,93,66,37,20,80,8,91,1,0,4,3,3,1
56,32,92,61,28,57,51,35,32,2,2,0,4,1,2
25,29,35,38,98,71,51,4,55,2,1,3,3,0,1
88,13,3,30,39,46,18,33,62,3,1,0,4,1,2
38,8,84,79,98,38,66,69,20,2,0,3,2,0,2
83,34,63,78,88,42,34,53,7,4,0,1,4,1,2
30,32,19,31,53,56,17,17,77,0,3,4,3,1,1
13,4,7,97,15,9,52,93,37,1,0,1,4,2,2
95,14,29,36,87,34,19,18,20,2,0,0,2,0,1
18,24,47,53,45,47,68,70,78,0,2,2,3,0,1
26,20,72,33,99,42,53,48,13,5,2,0,0,2,1
27,39,63,21,55,44,77,37,68,4,3,2,5,5,1
88,6,81,35,73,4,59,68,90,1,3,1,4,3,2
15,27,86,43,82,92,80,40,61,1,3,0,3,1,1
81,35,13,47,73,50,47,75,8,3,2,1,0,1,2
96,2,79,32,86,34,9,21,68,5,4,2,0,0,2
11,25,96,42,89,16,50,57,98,0,3,3,5,1,2
81,21,40,42,44,55,43,42,67,4,5,4,2,0,1
28,15,32,79,17,96,55,58,57,5,4,4,2,3,2
25,14,10,11,49,39,32,30,45,3,2,3,4,4,1
57,17,19,93,49,97,26,4,76,4,1,5,4,1,2
29,18,85,60,73,80,24,77,21,5,2,5,1,3,2
55,27,95,97,92,66,13,11,30,2,4,3,3,2,2
3,34,21,59,13,98,48,12,0,0,1,2,2,4,1
28,40,66,47,60,83,1,87,13,0,3,4,2,1,1
82,24,24,49,62,85,60,21,75,1,1,3,4,0,1
31,38,19,34,18,8,49,67,96,3,2,4,5,4,2
40,14,89,24,28,83,56,4,69,3,5,4,2,2,2
89,37,40,38,77,28,7,85,15,5,2,2,4,0,1
48,18,59,78,61,2,89,92,71,0,3,3,2,2,1
75,32,73,62,49,46,58,38,83,0,3,2,3,4,1
2,11,15,91,16,39,7,90,60,4,0,0,0,3,1
32,27,23,31,30,4,10,52,52,3,4,1,3,5,1
8,8,97,49,15,75,42,48,13,5,3,1,4,3,2
74,21,23,11,71,67,9,85,24,0,1,5,2,4,2
99,17,62,35,30,35,61,88,15,4,4,4,4,2,2
51,14,29,46,9,47,83,1,55,0,5,5,3,1,2
9,21,49,38,0,87,81,51,89,4,2,0,3,1,1
51,35,86,66,91,90,96,80,71,1,2,1,4,3,2
13,31,44,56,46,41,78,10,50,5,5,3,3,4,2
14,19,3,22,2,28,31,70,55,2,3,0,4,5,1
42,27,53,37,37,47,1,71,41,3,1,4,1,1,1
27,17,92,97,84,54,35,12,25,5,0,3,1,4,2
10,23,64,17,79,50,17,13,17,0,5,4,1,2,2
94,31,55,74,15,42,33,19,61,3,2,2,5,2,2
27,40,99,10,25,73,23,82,71,4,0,2,3,5,1
38,33,88,55,30,50,52,1,24,2,0,3,4,1,1
93,34,7,93,96,64,50,94,68,0,2,5,1,0,2
34,1,64,71,37,53,27,28,42,4,4,3,5,4,2
32,3,18,31,58,5,80,30,47,3,0,2,2,2,2
51,16,25,90,62,19,41,22,29,0,2,5,5,4,1
29,39,0,33,68,86,67,83,67,1,3,0,5,3,1
69,11,59,8,20,6,63,6,32,3,4,4,0,4,2
